2024-12-09 20:46:27.650	[37mDEBUG[0m	[37m[PID:11292]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[open_im_sdk/api.go:48]                           	login start...                                    	{"operationID": "1733748387650234600", "userID": "1774339254", "token": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySUQiOiIxNzc0MzM5MjU0IiwiUGxhdGZvcm1JRCI6MywiZXhwIjoxNzQwOTcxNDI5LCJuYmYiOjE3MzMxOTUxMjksImlhdCI6MTczMzE5NTQyOX0.xiBv-HTorqUWzCylF8fSWt_CyWpiOwqgvHNxisdBuXo"}
2024-12-09 20:48:09.038	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:73]                       	CallApi                                           	{"operationID": "test", "duration": "63ms", "api": "/conversation/get_owner_conversation", "state": "success"}
2024-12-09 20:48:09.040	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:96]                       	ApiRequest                                        	{"operationID": "test", "url": "http://14.29.213.197:10002/user/get_users_info", "token": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySUQiOiIxNzc0MzM5MjU0IiwiUGxhdGZvcm1JRCI6MywiZXhwIjoxNzQwOTcxNDI5LCJuYmYiOjE3MzMxOTUxMjksImlhdCI6MTczMzE5NTQyOX0.xiBv-HTorqUWzCylF8fSWt_CyWpiOwqgvHNxisdBuXo", "body": "{\"userIDs\":[\"1096273966\",\"1110659206\",\"2967484045\",\"3691628604\",\"4126026808\",\"9072694451\",\"1096273966\",\"1110659206\",\"2967484045\",\"3691628604\",\"4126026808\",\"9072694451\",\"1096273966\",\"1110659206\",\"2967484045\",\"3691628604\",\"4126026808\",\"9072694451\",\"1096273966\",\"1110659206\",\"2967484045\",\"3691628604\",\"4126026808\",\"9072694451\",\"1096273966\",\"1110659206\",\"2967484045\",\"3691628604\",\"4126026808\",\"9072694451\",\"1096273966\",\"1110659206\",\"2967484045\",\"3691628604\",\"4126026808\",\"9072694451\"]}"}
2024-12-09 20:48:09.080	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:131]                      	ApiResponse                                       	{"operationID": "test", "url": "http://14.29.213.197:10002/user/get_users_info", "status": "200 OK", "body": "{\"errCode\":0,\"errMsg\":\"\",\"errDlt\":\"\",\"data\":{\"usersInfo\":[{\"userID\":\"1096273966\",\"nickname\":\"OpenIM-Icey\",\"faceURL\":\"\",\"ex\":\"\",\"createTime\":1733194516910,\"appMangerLevel\":0,\"globalRecvMsgOpt\":0},{\"userID\":\"1110659206\",\"nickname\":\"OpenIM-Blooming\",\"faceURL\":\"\",\"ex\":\"\",\"createTime\":1733194516516,\"appMangerLevel\":0,\"globalRecvMsgOpt\":0},{\"userID\":\"2967484045\",\"nickname\":\"自在\",\"faceURL\":\"\",\"ex\":\"\",\"createTime\":1731046672590,\"appMangerLevel\":0,\"globalRecvMsgOpt\":0},{\"userID\":\"3691628604\",\"nickname\":\"OpenIM-Chao\",\"faceURL\":\"\",\"ex\":\"\",\"createTime\":1733194516674,\"appMangerLevel\":0,\"globalRecvMsgOpt\":0},{\"userID\":\"4126026808\",\"nickname\":\"OpenIM-Breet\",\"faceURL\":\"\",\"ex\":\"\",\"createTime\":1733194516766,\"appMangerLevel\":0,\"globalRecvMsgOpt\":0},{\"userID\":\"9072694451\",\"nickname\":\"OpenIM-Kevin\",\"faceURL\":\"\",\"ex\":\"\",\"createTime\":1733194516847,\"appMangerLevel\":0,\"globalRecvMsgOpt\":0}]}}"}
2024-12-09 20:48:09.081	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:73]                       	CallApi                                           	{"operationID": "test", "duration": "41ms", "api": "/user/get_users_info", "state": "success"}
2024-12-09 20:48:09.094	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[syncer/syncer.go:351]                            	full sync success                                 	{"operationID": "test", "type": "model_struct.LocalConversation"}
2024-12-09 20:48:09.095	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:96]                       	ApiRequest                                        	{"operationID": "test", "url": "http://14.29.213.197:10002/conversation/get_full_conversation_ids", "token": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySUQiOiIxNzc0MzM5MjU0IiwiUGxhdGZvcm1JRCI6MywiZXhwIjoxNzQwOTcxNDI5LCJuYmYiOjE3MzMxOTUxMjksImlhdCI6MTczMzE5NTQyOX0.xiBv-HTorqUWzCylF8fSWt_CyWpiOwqgvHNxisdBuXo", "body": "{\"idHash\":0,\"userID\":\"1774339254\"}"}
2024-12-09 20:48:09.135	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:131]                      	ApiResponse                                       	{"operationID": "test", "url": "http://14.29.213.197:10002/conversation/get_full_conversation_ids", "status": "200 OK", "body": "{\"errCode\":0,\"errMsg\":\"\",\"errDlt\":\"\",\"data\":{\"version\":3369670236633189212,\"versionID\":\"674e73148b9cea62ff265d3e\",\"equal\":false,\"conversationIDs\":[\"sg_1219219105\",\"sg_1523453548\",\"sg_3426116923\",\"sg_4071516069\",\"sg_4179637763\",\"si_1002940655_1774339254\",\"si_1096273966_1774339254\",\"si_1110659206_1774339254\",\"si_1162325805_1774339254\",\"si_1774222531_1774339254\",\"si_1774339254_1820389126\",\"si_1774339254_1907513254\",\"si_1774339254_2081071691\",\"si_1774339254_2103604544\",\"si_1774339254_2174131105\",\"si_1774339254_2386333900\",\"si_1774339254_2605787795\",\"si_1774339254_2943338144\",\"si_1774339254_2957504388\",\"si_1774339254_2967484045\",\"si_1774339254_3223656619\",\"si_1774339254_3295078513\",\"si_1774339254_3434955328\",\"si_1774339254_3632974546\",\"si_1774339254_3691628604\",\"si_1774339254_3784783162\",\"si_1774339254_3939411690\",\"si_1774339254_4126026808\",\"si_1774339254_4135999845\",\"si_1774339254_4405062716\",\"si_1774339254_4593291764\",\"si_1774339254_5116875094\",\"si_1774339254_5384324178\",\"si_1774339254_5406936000\",\"si_1774339254_5426072501\",\"si_1774339254_5532933899\",\"si_1774339254_5594346901\",\"si_1774339254_5662941678\",\"si_1774339254_6040944208\",\"si_1774339254_6247340437\",\"si_1774339254_6540774897\",\"si_1774339254_8078413685\",\"si_1774339254_8107310002\",\"si_1774339254_8195248620\",\"si_1774339254_8377204938\",\"si_1774339254_8429982232\",\"si_1774339254_8678065510\",\"si_1774339254_8705708575\",\"si_1774339254_9072694451\",\"si_1774339254_9159790936\",\"si_1774339254_9287067436\",\"si_1774339254_9313895242\",\"si_1774339254_9358235511\",\"si_1774339254_9365108004\",\"si_1774339254_9541869975\"]}}"}
2024-12-09 20:48:09.137	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:73]                       	CallApi                                           	{"operationID": "test", "duration": "41ms", "api": "/conversation/get_full_conversation_ids", "state": "success"}
2024-12-09 20:48:09.142	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/notification.go:490]            	github.com/openimsdk/openim-sdk-core/v3/internal/conversation_msg.(*Conversation).IncrSyncConversations-fm completed successfully	{"operationID": "test", "duration": 0.2228294}
2024-12-09 20:48:09.142	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/sync.go:32]                     	start SyncConversationHashReadSeqs                	{"operationID": "test"}
2024-12-09 20:48:09.143	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[interaction/long_conn_mgr.go:159]                	send message to send channel success              	{"operationID": "test", "msg": "userID:\"1774339254\"", "reqIdentifier": 1006}
2024-12-09 20:48:09.143	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[interaction/long_conn_mgr.go:281]                	writePump recv message                            	{"operationID": "1733748488451284036", "reqIdentifier": 1006, "operationID": "test", "sendID": "1774339254"}
2024-12-09 20:48:09.182	[34mINFO[0m	[34m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[interaction/long_conn_mgr.go:489]                	recv msg                                          	{"operationID": "test", "errCode": 0, "errMsg": "", "reqIdentifier": 1006}
2024-12-09 20:48:09.183	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/sync.go:42]                     	getServerHasReadAndMaxSeqs completed              	{"operationID": "test", "duration": 0.0406445}
2024-12-09 20:48:09.185	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/sync.go:56]                     	GetAllConversations completed                     	{"operationID": "test", "duration": 0.0010486}
2024-12-09 20:48:09.189	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/sync.go:85]                     	Process seqs completed                            	{"operationID": "test", "duration": 0.0046828}
2024-12-09 20:48:09.190	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/sync.go:126]                    	update conversations                              	{"operationID": "test", "conversations": ["sg_3426116923"]}
2024-12-09 20:48:09.190	[34mINFO[0m	[34m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[common/cmd.go:46]                                	sendCmd chan success                              	{"operationID": "test", "caller": "github.com/openimsdk/openim-sdk-core/v3/internal/conversation_msg.(*Conversation).SyncAllConversationHashReadSeqs:129", "cmd": "updateConversation", "value": {"ConID":"","Action":6,"Args":["sg_3426116923"]}}
2024-12-09 20:48:09.191	[34mINFO[0m	[34m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[common/cmd.go:46]                                	sendCmd chan success                              	{"operationID": "test", "caller": "github.com/openimsdk/openim-sdk-core/v3/internal/conversation_msg.(*Conversation).SyncAllConversationHashReadSeqs:130", "cmd": "updateConversation", "value": {"ConID":"","Action":2,"Args":null}}
2024-12-09 20:48:09.191	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/sync.go:131]                    	TriggerCmdUpdateConversation completed            	{"operationID": "test", "duration": 0.0013805}
2024-12-09 20:48:09.191	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/sync.go:134]                    	SyncAllConversationHashReadSeqs completed         	{"operationID": "test", "totalDuration": 0.0489047}
2024-12-09 20:48:09.192	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/notification.go:490]            	github.com/openimsdk/openim-sdk-core/v3/internal/conversation_msg.(*Conversation).SyncAllConversationHashReadSeqs-fm completed successfully	{"operationID": "test", "duration": 0.0494461}
2024-12-09 20:48:09.192	[33mWARN[0m	[33m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/notification.go:92]             	core data sync over                               	{"operationID": "test", "cost time": 1.5555857}
2024-12-09 20:48:09.192	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[conversation_msg/notification.go:68]             	NotificationCmd end                               	{"operationID": "test", "caller": "github.com/openimsdk/openim-sdk-core/v3/internal/interaction.(*MsgSyncer).doConnected:350", "cmd": "syncFlag", "value": {"Msgs":null,"SyncFlag":1005}}
2024-12-09 20:48:09.192	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:96]                       	ApiRequest                                        	{"operationID": "test", "url": "http://14.29.213.197:10002/friend/get_friend_apply_list", "token": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySUQiOiIxNzc0MzM5MjU0IiwiUGxhdGZvcm1JRCI6MywiZXhwIjoxNzQwOTcxNDI5LCJuYmYiOjE3MzMxOTUxMjksImlhdCI6MTczMzE5NTQyOX0.xiBv-HTorqUWzCylF8fSWt_CyWpiOwqgvHNxisdBuXo", "body": "{\"userID\":\"1774339254\",\"pagination\":{\"pageNumber\":1,\"showNumber\":200}}"}
2024-12-09 20:48:09.192	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:96]                       	ApiRequest                                        	{"operationID": "test", "url": "http://14.29.213.197:10002/user/get_users_info", "token": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySUQiOiIxNzc0MzM5MjU0IiwiUGxhdGZvcm1JRCI6MywiZXhwIjoxNzQwOTcxNDI5LCJuYmYiOjE3MzMxOTUxMjksImlhdCI6MTczMzE5NTQyOX0.xiBv-HTorqUWzCylF8fSWt_CyWpiOwqgvHNxisdBuXo", "body": "{\"userIDs\":[\"1774339254\"]}"}
2024-12-09 20:48:09.192	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:96]                       	ApiRequest                                        	{"operationID": "test", "url": "http://14.29.213.197:10002/group/get_recv_group_applicationList", "token": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySUQiOiIxNzc0MzM5MjU0IiwiUGxhdGZvcm1JRCI6MywiZXhwIjoxNzQwOTcxNDI5LCJuYmYiOjE3MzMxOTUxMjksImlhdCI6MTczMzE5NTQyOX0.xiBv-HTorqUWzCylF8fSWt_CyWpiOwqgvHNxisdBuXo", "body": "{\"pagination\":{\"pageNumber\":1,\"showNumber\":200},\"fromUserID\":\"1774339254\"}"}
2024-12-09 20:48:09.192	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:96]                       	ApiRequest                                        	{"operationID": "test", "url": "http://14.29.213.197:10002/friend/get_black_list", "token": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySUQiOiIxNzc0MzM5MjU0IiwiUGxhdGZvcm1JRCI6MywiZXhwIjoxNzQwOTcxNDI5LCJuYmYiOjE3MzMxOTUxMjksImlhdCI6MTczMzE5NTQyOX0.xiBv-HTorqUWzCylF8fSWt_CyWpiOwqgvHNxisdBuXo", "body": "{\"userID\":\"1774339254\",\"pagination\":{\"pageNumber\":1,\"showNumber\":200}}"}
2024-12-09 20:48:09.193	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:96]                       	ApiRequest                                        	{"operationID": "test", "url": "http://14.29.213.197:10002/group/get_user_req_group_applicationList", "token": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySUQiOiIxNzc0MzM5MjU0IiwiUGxhdGZvcm1JRCI6MywiZXhwIjoxNzQwOTcxNDI5LCJuYmYiOjE3MzMxOTUxMjksImlhdCI6MTczMzE5NTQyOX0.xiBv-HTorqUWzCylF8fSWt_CyWpiOwqgvHNxisdBuXo", "body": "{\"pagination\":{\"pageNumber\":1,\"showNumber\":200},\"userID\":\"1774339254\"}"}
2024-12-09 20:48:09.193	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:96]                       	ApiRequest                                        	{"operationID": "test", "url": "http://14.29.213.197:10002/friend/get_self_friend_apply_list", "token": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySUQiOiIxNzc0MzM5MjU0IiwiUGxhdGZvcm1JRCI6MywiZXhwIjoxNzQwOTcxNDI5LCJuYmYiOjE3MzMxOTUxMjksImlhdCI6MTczMzE5NTQyOX0.xiBv-HTorqUWzCylF8fSWt_CyWpiOwqgvHNxisdBuXo", "body": "{\"userID\":\"1774339254\",\"pagination\":{\"pageNumber\":1,\"showNumber\":200}}"}
2024-12-09 20:48:09.193	[37mDEBUG[0m	[37m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[network/http_client.go:96]                       	ApiRequest                                        	{"operationID": "test", "url": "http://14.29.213.197:10002/user/process_user_command_get_all", "token": "eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJVc2VySUQiOiIxNzc0MzM5MjU0IiwiUGxhdGZvcm1JRCI6MywiZXhwIjoxNzQwOTcxNDI5LCJuYmYiOjE3MzMxOTUxMjksImlhdCI6MTczMzE5NTQyOX0.xiBv-HTorqUWzCylF8fSWt_CyWpiOwqgvHNxisdBuXo", "body": "{\"userID\":\"1774339254\"}"}
2024-12-09 20:48:09.193	[34mINFO[0m	[34m[PID:13252]    [0m	[3.9.0]                       	[AppFramework_/Windows]                           	[common/cmd.go:84]                                	done cmd                                          	{"operationID": "test", "caller": "github.com/openimsdk/openim-sdk-core/v3/internal/interaction.(*MsgSyncer).doConnected:350", "cmd": "syncFlag", "value": {"Msgs":null,"SyncFlag":1005}}
